Electricity_Source,ES_Multiplier,Application_Name,Learning_Method,LM_Multiplier,Model_Used,Model_Multiplier,Dataset_Size,Dataset_Size_Category,Dataset_Size_Numeric,Dataset_Size_Multiplier,Data_Type,Data_Type_Multiplier,Dataset_Type,Dataset_Type_Multiplier,GPU_Used,GPU_Multiplier,Training_Time,Power_Consumption,Carbon_Emission,Carbon_Footprint
Solar,0.5,Speech Recognition,Self-Supervised,1.8,RNN,1.6,40,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,A100,0.8,6.480000000000001,5.184000000000001,2.5920000000000005,0
Solar,0.5,Image Classification,Reinforcement,2.0,Decision Tree,1.2,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,RTX_3090,1.2,2.88,3.456,1.728,0
Wind,0.3,Image Classification,Supervised,1.2,CNN,1.8,40,Small,1.0,0.8,Video,2.0,Structured,1.0,Tesla_T4,1.1,7.8545454545454545,8.64,2.592,0
Hydro,0.7,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,70,Small,1.0,0.8,Video,2.0,Unstructured,1.5,TPU_v3,0.7,18.51428571428572,12.96,9.072,1
Hydro,0.7,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,30,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v3,0.7,9.257142857142858,6.48,4.536,0
Wind,0.3,Fraud Detection,Reinforcement,2.0,RNN,1.6,100,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,7.314285714285716,5.120000000000001,1.5360000000000005,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,RNN,1.6,30,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.8400000000000007,4.6080000000000005,4.6080000000000005,0
Coal,2.5,Video Processing,Self-Supervised,1.8,Naive Bayes,1.1,90,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,9.16457142857143,6.4152000000000005,16.038,1
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,20,Small,1.0,0.8,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,2.8363636363636364,3.12,6.24,0
Coal,2.5,Image Classification,Supervised,1.2,SVM,1.3,10,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,2.042181818181818,2.2464,5.616,0
Natural Gas,2.0,Autonomous Driving,Self-Supervised,1.8,Naive Bayes,1.1,90,Small,1.0,0.8,Numeric,0.8,Unstructured,1.5,V100,1.0,4.752000000000001,4.752000000000001,9.504,1
Coal,2.5,Speech Recognition,Self-Supervised,1.8,CNN,1.8,30,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,A100,0.8,5.832,4.6656,11.664,1
Hydro,0.7,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,10,Large,100.0,1.2,Numeric,0.8,Structured,1.0,V100,1.0,2.1120000000000005,2.1120000000000005,1.4784000000000004,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,RNN,1.6,90,Small,1.0,0.8,Audio,1.8,Structured,1.0,Tesla_T4,1.1,10.472727272727273,11.52,5.760000000000001,0
Wind,0.3,Autonomous Driving,Reinforcement,2.0,SVM,1.3,50,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.744,3.744,1.1232,0
Wind,0.3,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,20,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,3.564000000000001,3.564000000000001,1.0692000000000002,0
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,90,Large,100.0,1.2,Categorical,1.0,Structured,1.0,V100,1.0,4.224,4.224,1.2672,0
Wind,0.3,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,10,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,6.187500000000001,7.425000000000001,2.2275,0
Nuclear,1.0,Fraud Detection,Reinforcement,2.0,Transformer,2.2,20,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,TPU_v4,0.6,5.866666666666668,3.520000000000001,3.520000000000001,0
Coal,2.5,Autonomous Driving,Self-Supervised,1.8,Transformer,2.2,90,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,4.224000000000001,2.5344000000000007,6.336000000000002,0
Nuclear,1.0,Speech Recognition,Unsupervised,1.5,Transformer,2.2,70,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,Tesla_T4,1.1,5.760000000000002,6.336000000000002,6.336000000000002,0
Nuclear,1.0,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,20,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v3,0.7,4.525714285714287,3.1680000000000006,3.1680000000000006,0
Wind,0.3,Chatbot,Self-Supervised,1.8,SVM,1.3,80,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,4.0114285714285725,2.8080000000000007,0.8424000000000001,0
Solar,0.5,Speech Recognition,Supervised,1.2,RNN,1.6,10,Large,100.0,1.2,Audio,1.8,Structured,1.0,Tesla_T4,1.1,5.026909090909091,5.5296,2.7648,0
Wind,0.3,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,30,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,3.7714285714285727,2.640000000000001,0.7920000000000001,0
Hydro,0.7,Autonomous Driving,Reinforcement,2.0,Naive Bayes,1.1,10,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,3.960000000000001,4.752000000000001,3.3264000000000005,0
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,70,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,12.219428571428574,8.553600000000001,2.5660800000000004,0
Hydro,0.7,Video Processing,Reinforcement,2.0,Naive Bayes,1.1,70,Large,100.0,1.2,Image,1.5,Structured,1.0,TPU_v3,0.7,7.542857142857145,5.280000000000001,3.6960000000000006,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,90,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,4.859999999999999,3.888,1.1664,0
Coal,2.5,Chatbot,Unsupervised,1.5,Naive Bayes,1.1,50,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,4.455,5.346,13.365,1
Hydro,0.7,Chatbot,Supervised,1.2,Transformer,2.2,100,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.96,3.168,2.2176,0
Wind,0.3,Autonomous Driving,Self-Supervised,1.8,Random Forest,1.5,70,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,6.750000000000002,8.100000000000001,2.43,0
Coal,2.5,Video Processing,Self-Supervised,1.8,SVM,1.3,50,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,2.5527272727272727,2.8080000000000003,7.0200000000000005,0
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,40,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,2.552727272727273,2.8080000000000007,5.616000000000001,0
Nuclear,1.0,Image Classification,Self-Supervised,1.8,Naive Bayes,1.1,70,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,Tesla_T4,1.1,6.48,7.128000000000001,7.128000000000001,0
Coal,2.5,Image Classification,Supervised,1.2,Naive Bayes,1.1,30,Large,100.0,1.2,Audio,1.8,Structured,1.0,A100,0.8,4.752,3.8016,9.504,1
Nuclear,1.0,Chatbot,Reinforcement,2.0,CNN,1.8,60,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,9.000000000000002,10.800000000000002,10.800000000000002,1
Nuclear,1.0,Image Classification,Self-Supervised,1.8,SVM,1.3,20,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,3.3696000000000006,3.3696000000000006,3.3696000000000006,0
Nuclear,1.0,Image Classification,Supervised,1.2,CNN,1.8,30,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,RTX_3090,1.2,3.2400000000000007,3.888000000000001,3.888000000000001,0
Wind,0.3,Autonomous Driving,Unsupervised,1.5,Decision Tree,1.2,50,Large,100.0,1.2,Video,2.0,Unstructured,1.5,A100,0.8,10.8,8.64,2.592,0
Natural Gas,2.0,Fraud Detection,Supervised,1.2,Decision Tree,1.2,90,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,RTX_3090,1.2,1.152,1.3824,2.7648,0
Coal,2.5,Chatbot,Self-Supervised,1.8,CNN,1.8,40,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,V100,1.0,9.72,9.72,24.3,1
Wind,0.3,Fraud Detection,Unsupervised,1.5,CNN,1.8,70,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v3,0.7,5.554285714285715,3.888,1.1664,0
Nuclear,1.0,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,70,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,1.5085714285714291,1.0560000000000005,1.0560000000000005,0
Hydro,0.7,Video Processing,Self-Supervised,1.8,CNN,1.8,100,Medium,10.0,1.0,Image,1.5,Unstructured,1.5,RTX_3090,1.2,7.29,8.748,6.123599999999999,0
Coal,2.5,Fraud Detection,Supervised,1.2,CNN,1.8,10,Large,100.0,1.2,Image,1.5,Unstructured,1.5,TPU_v4,0.6,12.960000000000004,7.776000000000002,19.440000000000005,1
Nuclear,1.0,Speech Recognition,Supervised,1.2,CNN,1.8,20,Small,1.0,0.8,Image,1.5,Structured,1.0,RTX_3090,1.2,5.4,6.48,6.48,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,RNN,1.6,40,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.8400000000000007,4.6080000000000005,4.6080000000000005,0
Solar,0.5,Fraud Detection,Self-Supervised,1.8,RNN,1.6,40,Medium,10.0,1.0,Video,2.0,Structured,1.0,Tesla_T4,1.1,6.283636363636364,6.912000000000001,3.4560000000000004,0
Solar,0.5,Image Classification,Supervised,1.2,Naive Bayes,1.1,60,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,4.276800000000001,4.276800000000001,2.1384000000000003,0
Natural Gas,2.0,Chatbot,Unsupervised,1.5,CNN,1.8,30,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,A100,0.8,3.2400000000000007,2.5920000000000005,5.184000000000001,0
Natural Gas,2.0,Image Classification,Unsupervised,1.5,RNN,1.6,90,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,5.485714285714288,3.840000000000001,7.680000000000002,0
Hydro,0.7,Speech Recognition,Reinforcement,2.0,RNN,1.6,40,Large,100.0,1.2,Video,2.0,Structured,1.0,Tesla_T4,1.1,9.30909090909091,10.240000000000002,7.168000000000001,0
Wind,0.3,Autonomous Driving,Supervised,1.2,Transformer,2.2,80,Large,100.0,1.2,Categorical,1.0,Structured,1.0,V100,1.0,4.224,4.224,1.2672,0
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,RNN,1.6,50,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.8400000000000007,4.6080000000000005,4.6080000000000005,0
Wind,0.3,Image Classification,Self-Supervised,1.8,Decision Tree,1.2,30,Small,1.0,0.8,Categorical,1.0,Structured,1.0,TPU_v4,0.6,7.200000000000001,4.32,1.296,0
Wind,0.3,Video Processing,Supervised,1.2,Naive Bayes,1.1,90,Medium,10.0,1.0,Image,1.5,Structured,1.0,Tesla_T4,1.1,1.44,1.584,0.4752,0
Natural Gas,2.0,Image Classification,Unsupervised,1.5,Naive Bayes,1.1,80,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,V100,1.0,8.91,8.91,17.82,1
Natural Gas,2.0,Speech Recognition,Unsupervised,1.5,Transformer,2.2,100,Medium,10.0,1.0,Audio,1.8,Structured,1.0,TPU_v4,0.6,11.88,7.128,14.256,1
Wind,0.3,Image Classification,Supervised,1.2,Transformer,2.2,100,Large,100.0,1.2,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,8.448,5.0688,1.52064,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,Transformer,2.2,90,Small,1.0,0.8,Audio,1.8,Structured,1.0,V100,1.0,15.840000000000002,15.840000000000002,15.840000000000002,1
Coal,2.5,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,100,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,9.3312,9.3312,23.328000000000003,1
Nuclear,1.0,Video Processing,Unsupervised,1.5,Transformer,2.2,90,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,7.128,7.128,7.128,0
Hydro,0.7,Image Classification,Supervised,1.2,CNN,1.8,20,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,Tesla_T4,1.1,1.256727272727273,1.3824000000000003,0.96768,0
Solar,0.5,Fraud Detection,Reinforcement,2.0,RNN,1.6,20,Small,1.0,0.8,Categorical,1.0,Structured,1.0,V100,1.0,6.4,6.4,3.2,0
Coal,2.5,Autonomous Driving,Supervised,1.2,Transformer,2.2,10,Medium,10.0,1.0,Video,2.0,Structured,1.0,Tesla_T4,1.1,5.76,6.336,15.84,1
Wind,0.3,Speech Recognition,Reinforcement,2.0,SVM,1.3,40,Small,1.0,0.8,Video,2.0,Unstructured,1.5,TPU_v4,0.6,26.000000000000004,15.6,4.680000000000001,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,Decision Tree,1.2,40,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v3,0.7,7.405714285714287,5.184,5.184,0
Hydro,0.7,Speech Recognition,Unsupervised,1.5,Decision Tree,1.2,60,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v4,0.6,4.8,2.88,2.016,0
Natural Gas,2.0,Fraud Detection,Supervised,1.2,Transformer,2.2,60,Small,1.0,0.8,Audio,1.8,Structured,1.0,A100,0.8,11.88,9.504,19.008000000000003,1
Wind,0.3,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,80,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,6.187500000000001,7.425000000000001,2.2275,0
Coal,2.5,Autonomous Driving,Unsupervised,1.5,Transformer,2.2,20,Large,100.0,1.2,Image,1.5,Unstructured,1.5,RTX_3090,1.2,9.900000000000002,11.880000000000004,29.700000000000006,1
Nuclear,1.0,Chatbot,Self-Supervised,1.8,SVM,1.3,70,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,6.017142857142859,4.212000000000001,4.212000000000001,0
Wind,0.3,Speech Recognition,Reinforcement,2.0,SVM,1.3,100,Small,1.0,0.8,Video,2.0,Unstructured,1.5,TPU_v4,0.6,26.000000000000004,15.6,4.680000000000001,0
Natural Gas,2.0,Image Classification,Supervised,1.2,SVM,1.3,40,Small,1.0,0.8,Categorical,1.0,Structured,1.0,Tesla_T4,1.1,2.8363636363636364,3.12,6.24,0
Hydro,0.7,Image Classification,Unsupervised,1.5,Transformer,2.2,90,Small,1.0,0.8,Image,1.5,Unstructured,1.5,TPU_v4,0.6,24.750000000000004,14.85,10.395,1
Coal,2.5,Speech Recognition,Unsupervised,1.5,SVM,1.3,70,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,1.9500000000000004,2.3400000000000003,5.8500000000000005,0
Wind,0.3,Fraud Detection,Supervised,1.2,Transformer,2.2,70,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,A100,0.8,7.92,6.336,1.9008,0
Natural Gas,2.0,Fraud Detection,Unsupervised,1.5,Random Forest,1.5,10,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,3.24,3.24,6.479999999999999,0
Wind,0.3,Speech Recognition,Reinforcement,2.0,CNN,1.8,100,Small,1.0,0.8,Numeric,0.8,Structured,1.0,RTX_3090,1.2,4.800000000000001,5.760000000000001,1.7280000000000002,0
Hydro,0.7,Image Classification,Reinforcement,2.0,Random Forest,1.5,50,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,V100,1.0,2.88,2.88,2.016,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,CNN,1.8,20,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,V100,1.0,10.8,10.8,10.8,1
Coal,2.5,Video Processing,Self-Supervised,1.8,Transformer,2.2,20,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,14.85,17.82,44.55,1
Nuclear,1.0,Fraud Detection,Self-Supervised,1.8,RNN,1.6,80,Large,100.0,1.2,Categorical,1.0,Structured,1.0,RTX_3090,1.2,3.8400000000000007,4.6080000000000005,4.6080000000000005,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,70,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,13.885714285714288,9.72,9.72,1
Nuclear,1.0,Speech Recognition,Supervised,1.2,Random Forest,1.5,80,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,8.1,9.72,9.72,1
Wind,0.3,Image Classification,Reinforcement,2.0,Transformer,2.2,10,Small,1.0,0.8,Image,1.5,Structured,1.0,TPU_v3,0.7,18.85714285714286,13.200000000000005,3.960000000000001,0
Nuclear,1.0,Image Classification,Self-Supervised,1.8,SVM,1.3,90,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,3.3696000000000006,3.3696000000000006,3.3696000000000006,0
Wind,0.3,Speech Recognition,Reinforcement,2.0,CNN,1.8,40,Small,1.0,0.8,Numeric,0.8,Structured,1.0,RTX_3090,1.2,4.800000000000001,5.760000000000001,1.7280000000000002,0
Coal,2.5,Speech Recognition,Self-Supervised,1.8,Transformer,2.2,60,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,5.94,4.752000000000001,11.880000000000004,1
Coal,2.5,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,80,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,TPU_v4,0.6,5.184000000000001,3.1104000000000007,7.776000000000002,0
Nuclear,1.0,Autonomous Driving,Unsupervised,1.5,Naive Bayes,1.1,100,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v3,0.7,1.5085714285714291,1.0560000000000005,1.0560000000000005,0
Solar,0.5,Autonomous Driving,Reinforcement,2.0,CNN,1.8,70,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,14.13818181818182,15.552000000000003,7.776000000000002,0
Wind,0.3,Speech Recognition,Unsupervised,1.5,SVM,1.3,60,Small,1.0,0.8,Video,2.0,Unstructured,1.5,TPU_v4,0.6,19.500000000000004,11.7,3.51,0
Nuclear,1.0,Chatbot,Reinforcement,2.0,CNN,1.8,20,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,RTX_3090,1.2,9.000000000000002,10.800000000000002,10.800000000000002,1
Hydro,0.7,Speech Recognition,Reinforcement,2.0,Decision Tree,1.2,10,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,A100,0.8,3.6,2.88,2.016,0
Coal,2.5,Autonomous Driving,Reinforcement,2.0,RNN,1.6,70,Medium,10.0,1.0,Video,2.0,Unstructured,1.5,TPU_v3,0.7,16.45714285714286,11.52,28.800000000000004,1
Wind,0.3,Speech Recognition,Self-Supervised,1.8,Naive Bayes,1.1,10,Large,100.0,1.2,Image,1.5,Unstructured,1.5,RTX_3090,1.2,5.940000000000001,7.128000000000001,2.1384000000000003,0
Natural Gas,2.0,Video Processing,Unsupervised,1.5,CNN,1.8,90,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,3.888,3.888,7.776000000000001,0
Hydro,0.7,Image Classification,Self-Supervised,1.8,Naive Bayes,1.1,10,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,7.128000000000001,8.553600000000001,5.987520000000001,0
Wind,0.3,Speech Recognition,Reinforcement,2.0,Random Forest,1.5,10,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,4.5,3.6,1.08,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,40,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,13.885714285714288,9.72,9.72,1
Nuclear,1.0,Video Processing,Unsupervised,1.5,Decision Tree,1.2,20,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,V100,1.0,1.7279999999999998,1.7279999999999998,1.7279999999999998,0
Wind,0.3,Video Processing,Self-Supervised,1.8,Naive Bayes,1.1,100,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,V100,1.0,2.3760000000000003,2.3760000000000003,0.7128000000000001,0
Wind,0.3,Chatbot,Self-Supervised,1.8,RNN,1.6,60,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v4,0.6,19.200000000000003,11.52,3.4560000000000004,0
Wind,0.3,Chatbot,Self-Supervised,1.8,RNN,1.6,60,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,4.608000000000001,2.7648000000000006,0.8294400000000002,0
Coal,2.5,Image Classification,Supervised,1.2,Transformer,2.2,30,Medium,10.0,1.0,Audio,1.8,Structured,1.0,Tesla_T4,1.1,5.184,5.702400000000001,14.256000000000002,1
Solar,0.5,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,60,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,A100,0.8,3.24,2.592,1.296,0
Coal,2.5,Speech Recognition,Self-Supervised,1.8,Decision Tree,1.2,40,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,V100,1.0,9.3312,9.3312,23.328000000000003,1
Natural Gas,2.0,Chatbot,Unsupervised,1.5,CNN,1.8,100,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,A100,0.8,3.2400000000000007,2.5920000000000005,5.184000000000001,0
Coal,2.5,Fraud Detection,Self-Supervised,1.8,CNN,1.8,40,Medium,10.0,1.0,Video,2.0,Structured,1.0,V100,1.0,5.184000000000001,5.184000000000001,12.960000000000004,1
Solar,0.5,Autonomous Driving,Reinforcement,2.0,CNN,1.8,10,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,14.13818181818182,15.552000000000003,7.776000000000002,0
Wind,0.3,Image Classification,Reinforcement,2.0,RNN,1.6,60,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,TPU_v4,0.6,5.12,3.072,0.9216,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,SVM,1.3,80,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,V100,1.0,1.5600000000000005,1.5600000000000005,0.4680000000000001,0
Hydro,0.7,Image Classification,Self-Supervised,1.8,Naive Bayes,1.1,30,Large,100.0,1.2,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,7.128000000000001,8.553600000000001,5.987520000000001,0
Wind,0.3,Chatbot,Supervised,1.2,Decision Tree,1.2,50,Medium,10.0,1.0,Video,2.0,Structured,1.0,TPU_v4,0.6,3.84,2.304,0.6911999999999999,0
Hydro,0.7,Video Processing,Self-Supervised,1.8,CNN,1.8,90,Medium,10.0,1.0,Numeric,0.8,Unstructured,1.5,A100,0.8,5.832,4.6656,3.26592,0
Solar,0.5,Image Classification,Supervised,1.2,Naive Bayes,1.1,90,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,V100,1.0,4.276800000000001,4.276800000000001,2.1384000000000003,0
Hydro,0.7,Video Processing,Unsupervised,1.5,Naive Bayes,1.1,70,Large,100.0,1.2,Numeric,0.8,Structured,1.0,V100,1.0,2.1120000000000005,2.1120000000000005,1.4784000000000004,0
Nuclear,1.0,Speech Recognition,Self-Supervised,1.8,CNN,1.8,40,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v4,0.6,21.6,12.96,12.96,1
Coal,2.5,Image Classification,Reinforcement,2.0,Transformer,2.2,100,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,Tesla_T4,1.1,8.64,9.504,23.760000000000005,1
Solar,0.5,Chatbot,Supervised,1.2,SVM,1.3,40,Large,100.0,1.2,Audio,1.8,Structured,1.0,V100,1.0,4.492800000000001,4.492800000000001,2.2464000000000004,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,SVM,1.3,40,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,V100,1.0,1.5600000000000005,1.5600000000000005,0.4680000000000001,0
Wind,0.3,Fraud Detection,Self-Supervised,1.8,Decision Tree,1.2,30,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,4.859999999999999,3.888,1.1664,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,SVM,1.3,100,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,V100,1.0,1.5600000000000005,1.5600000000000005,0.4680000000000001,0
Hydro,0.7,Fraud Detection,Reinforcement,2.0,SVM,1.3,10,Medium,10.0,1.0,Image,1.5,Structured,1.0,A100,0.8,3.9,3.12,2.184,0
Coal,2.5,Video Processing,Self-Supervised,1.8,Random Forest,1.5,60,Medium,10.0,1.0,Image,1.5,Structured,1.0,V100,1.0,3.24,3.24,8.100000000000001,0
Hydro,0.7,Image Classification,Supervised,1.2,CNN,1.8,60,Medium,10.0,1.0,Numeric,0.8,Structured,1.0,Tesla_T4,1.1,1.256727272727273,1.3824000000000003,0.96768,0
Wind,0.3,Fraud Detection,Unsupervised,1.5,SVM,1.3,30,Medium,10.0,1.0,Categorical,1.0,Structured,1.0,V100,1.0,1.5600000000000005,1.5600000000000005,0.4680000000000001,0
Natural Gas,2.0,Autonomous Driving,Unsupervised,1.5,Random Forest,1.5,60,Large,100.0,1.2,Categorical,1.0,Structured,1.0,TPU_v3,0.7,5.142857142857143,3.6,7.2,0
Hydro,0.7,Chatbot,Supervised,1.2,Naive Bayes,1.1,30,Large,100.0,1.2,Audio,1.8,Structured,1.0,Tesla_T4,1.1,3.456,3.8016,2.66112,0
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,Transformer,2.2,40,Medium,10.0,1.0,Audio,1.8,Structured,1.0,V100,1.0,6.336000000000001,6.336000000000001,12.672000000000002,1
Hydro,0.7,Image Classification,Reinforcement,2.0,Random Forest,1.5,70,Small,1.0,0.8,Image,1.5,Unstructured,1.5,RTX_3090,1.2,11.25,13.5,9.45,1
Natural Gas,2.0,Fraud Detection,Self-Supervised,1.8,Naive Bayes,1.1,50,Medium,10.0,1.0,Audio,1.8,Unstructured,1.5,TPU_v4,0.6,7.128000000000001,4.276800000000001,8.553600000000001,0
Coal,2.5,Fraud Detection,Reinforcement,2.0,Transformer,2.2,60,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,A100,0.8,16.5,13.2,33.0,1
Solar,0.5,Autonomous Driving,Reinforcement,2.0,SVM,1.3,30,Large,100.0,1.2,Image,1.5,Unstructured,1.5,Tesla_T4,1.1,8.509090909090908,9.36,4.68,0
Nuclear,1.0,Autonomous Driving,Self-Supervised,1.8,CNN,1.8,90,Small,1.0,0.8,Categorical,1.0,Unstructured,1.5,TPU_v3,0.7,13.885714285714288,9.72,9.72,1
Nuclear,1.0,Speech Recognition,Supervised,1.2,Random Forest,1.5,20,Small,1.0,0.8,Audio,1.8,Unstructured,1.5,RTX_3090,1.2,8.1,9.72,9.72,1
Nuclear,1.0,Chatbot,Self-Supervised,1.8,RNN,1.6,80,Small,1.0,0.8,Video,2.0,Structured,1.0,TPU_v4,0.6,19.200000000000003,11.52,11.52,1
Natural Gas,2.0,Autonomous Driving,Reinforcement,2.0,SVM,1.3,60,Medium,10.0,1.0,Categorical,1.0,Unstructured,1.5,TPU_v4,0.6,7.8,4.68,9.36,1
